Ticket created - Month,Customer,Product Name,Application,Incident Type,Ticket Type,Ticket Category,Incident Description,Incident Severity,Resolution Steps,Resolved by
October,JMPL,Fintech - AIDC,dashboard_web,Product,Incident,Issue on Dashboard,User raised a ticket without any details,Severity 3,"1. User raised a ticket without any details
2. Divya checked and asked for more details via email
3. Closing the ticket as there is no response from user within 48 hours",L1
October,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,"User was unable to login, getting an error as invalid credentials",Severity 3,"1. User was unable to login
2. Divya checked the details and asked user to login in the production URL
3. User was able to login",L1
October,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User was unable to login,Severity 3,"1. user reported login issue
2. Divya checked and asked for more details via email
3. Closing the ticket as there is no response from user within 48 hours",L1
October,Wheeltek,Fintech - AIDC,Mobile,Product,Request,Request on User modification,User wants to update mobile number of the CS,Severity 4,"1. User wants to update mobile number of the CS
2. Dhivya checked in SSP and updated the mobile number
3. Confirmation mail was sent to the user",L1
October,Wheeltek,UP,Web Application,Product,Incident,Issue on Dashboard,User was unable to submit the end user agreement,Severity 3,"1. user was unable to agree end user agreement
2. Divya checked and asked for more details
3. Closing the ticket as there is no response from user within 48 hours",L1
October,Wheeltek,UP,Web Application,,,,,,,L1
October,Wheeltek,Fintech - AIDC,dashboard_web,Product,Incident,Issue on user login,User facing auto logout issues,Severity 3,"1. User facing auto logout issues
2. Dhivya checked the SSP and informed that the user need to connect with admin manger to resolve the issue
3. Confirmation was given to the user",L1
October,Wheeltek,Fintech - AIDC,Mobile,Product,Incident,Issue on Dashboard,User facing issues on dashboard,Severity 3,"1. User facing issues on dashboard
2. Divya checked in SSP and asked the user to delete the history and try again
3. Confirmation was given to the user",L1
October,MOTORACE,UP,Web Application,User Training,Training,Training on Payment Recording,User wants to know how to register in the portal,Severity 4,"1. User wants to know how to register in the portal
2. Dhivya checked in SSP and informed the user to contact admin manager
3. Confirmation was given to the user",L1
October,Wheeltek,LOS,Web Application,Product,Incident,Issue on user login,User having login issues,Severity 3,"1. User having login issues
2. Dhivya checked and asked for more details via email to investigate the issue
3. Closing the ticket as there is no response from user within 48 hours",L1
October,Wheeltek,Fintech - AIDC,dashboard_web,Product,Request,Request on User modification,Manager unable to see one of his branches in his dashboard,Severity 4,"1. Manager unable to see one of his branches in his dashboard
2. Dhivya checked in SSP and updated the user that issue has been resolved in ticket 7057
3. Confirmation was given to user that his branch has been updated and he can now relogin and check",L1
October,Wheeltek,Fintech - AIDC,dashboard_web,Product,Incident,Issue on user login,User facing login issues,Severity 3,"1. User facing login issues
2. Dhivya checked in SSP and informed the user to reset the password
3. User gave confirmation that he is able to login after changing password",L1
October,Wheeltek,Denali,Web Application,Product,Incident,Issue on user login,User having issue while loggin,Severity 3,"1. user was unable to login
2. Dhivya checked and asked for further details via email to investigate the issue
3. Closing the ticket since we haven't received any details within 48 hours",L1
October,Wheeltek,Fintech - AIDC,Web Application,Product,Request,Request on User modification,User wants to create a new cashier account,Severity 3,"1. User wants to create a new cashier account
2. Dhivya checked in SSP and created a new cashier account
3. Mail was sent to new cashier mail and confirmation was given",L1
October,Wheeltek,Fintech - AIDC,Web Application,Product,Request,Request for user registration,Manager wants to create cashier account,Severity 4,"1. Manager wants to register cashier account
2. Divya checked the details via SSP
3. Informed manager that the cashier accounts already exists",L1
October,Wheeltek,Fintech - AIDC,Web Application,Product,Request,Request for user registration,Manager wants to register a cashier account,Severity 4,"1. Manager wants to register a cashier account
2. Divya checked the details in the SSP and created a cashier account
3. Confirmation send to cashier via live chat",L1
October,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,User wants to update branch,Severity 4,"1. User wants to update branch
2. Divya asked for more details via email to investigate the request
3. Closing the ticket as there is no response from user within 48 hours",L1
October,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on user login,,Severity 3,,L1
October,Wheeltek,Fintech - AIDC,dashboard_web,Product,Incident,Issue on Dashboard,,Severity 3,,L1
October,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,,,,L1
October,Wheeltek,Fintech - AIDC,dashboard_web,Product,Request,Request for user registration,User wants to create new cashier accounts,Severity 4,"1. User wants to create new cashier accounts
2. Dhivya checked in SSP and created one user and while for another user, necessary details were not available 
3. Mail was sent to the user asking for more details and no response from the user for more than 48 hours. Hence this ticket is being closed",L1
October,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User facing login issues,Severity 3,"1. User facing login issues
2. Dhivya checked in SSP and asked the user to reset the password
3. Confirmation was given to the user",L1
October,Wheeltek,Fintech - AIDC,dashboard_web,Product,Request,Request for user registration,User wants to create a new manager account,Severity 4,"1. User wants to create a new manager account
2. Dhivya checked in SSP and created a new manager account
3. Confirmation was given to the user",L1
October,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,,Severity 3,,L1
October,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,User having collector fee issue,Severity 3,"1. User having collector fee issue
2. Dhivya checked in SSP and request the user for more info 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
October,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,,Severity 3,,L1
October,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,,Severity 3,,L1
October,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,User wants to edit the branch name from h-dasma to wsilangcavite,Severity 4,"1. User wants to edit the branch name from h-dasma to wsilangcavite
2. Dhivya checked in SSP and upon checking it has been already informed from L2 team that the user has to connect with admin manager
3. same was informed to the user",L1
